submission_id,user_id,rank,rating,country,language,problem_id,code,rank_bucket,code_length,line_count,avg_line_length,spaces_count,tabs_count,newlines_ratio,has_comments,uses_list_comp,uses_map,uses_lambda,imports_math,uses_recursion,variable_name_length,uses_scanner,has_class,uses_bits_stdc,uses_vector,uses_auto,compact_style
5253,user_1374,974,981,Poland,Java,CF331B,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Newbie,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
5254,user_1827,2043,2040,Japan,Java,CF108E,"import java.util.*;
class GCD{static int gcd(int a,int b){return b==0?a:gcd(b,a%b);}public static void main(String[]args){Scanner s=new Scanner(System.in);System.out.println(gcd(s.nextInt(),s.nextInt()));}}",Master,206,2,103.0,12,0,0.009708737864077669,0,,,,,1,4,1.0,1.0,,,,
5255,user_5253,844,846,Russia,Python,CF665A,"// My approach
cur = int(input())
arr = list(map(int, input().split()))
arr.sort()
for element in arr:
    print(element, end=' ')",Newbie,130,6,21.666666666666668,16,0,0.046153846153846156,1,0.0,1.0,0.0,0.0,0,0,,,,,,
5256,user_7839,808,809,Brazil,C++,CF931D,"#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int value;
    cin >> value;
    vector<int> arr(value);
    for(int i = 0; i < value; i++) {
        cin >> arr[i];
    }
    int sum = 0;
    for(int i = 0; i < value; i++) {
        sum += arr[i];
    }
    cout << sum << endl;
    return 0;
}",Newbie,344,19,18.105263157894736,95,0,0.055232558139534885,1,,,,,0,6,,,0.0,1.0,0.0,0.0
5257,user_3540,1567,1577,China,Python,CF435B,"tmp = int(input())
print(sum(map(int, input().split())))",Expert,56,2,28.0,3,0,0.03571428571428571,0,0.0,1.0,0.0,0.0,0,0,,,,,,
5258,user_3371,1426,1424,Brazil,Java,CF997C,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Expert,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
5259,user_4405,1494,1488,Russia,Python,CF950C,"// Fast solution
val = int(input())
print(sum(map(int, input().split())))",Expert,73,3,24.333333333333332,5,0,0.0410958904109589,1,0.0,1.0,0.0,0.0,0,0,,,,,,
5260,user_8941,1606,1598,Japan,Python,CF779B,"val = int(input())
print(sum(map(int, input().split())))",Expert,56,2,28.0,3,0,0.03571428571428571,0,0.0,1.0,0.0,0.0,0,0,,,,,,
5261,user_7627,1833,1842,Poland,C++,CF346C,"#include <bits/stdc++.h>
using namespace std;
int main(){int t;cin>>t;while(t--){int x;cin>>x;cout<<x*x<<""\n"";}}",Expert,112,3,37.333333333333336,6,0,0.026785714285714284,1,,,,,0,7,,,1.0,0.0,0.0,0.0
5262,user_6260,1367,1366,Japan,Java,CF928C,"import java.util.*;

public class Solution {
    static int gcd(int a, int b) {
        if(b == 0) return a;
        return gcd(b, a % b);
    }
    
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int x = sc.nextInt();
        int y = sc.nextInt();
        System.out.println(gcd(x, y));
    }
}",Pupil,346,15,23.066666666666666,102,0,0.04335260115606936,0,,,,,1,4,1.0,1.0,,,,
5263,user_3936,1588,1580,China,C++,CF521C,"#include <bits/stdc++.h>
using namespace std;
int main(){int t;cin>>t;while(t--){int x;cin>>x;cout<<x*x<<""\n"";}}",Expert,112,3,37.333333333333336,6,0,0.026785714285714284,1,,,,,0,7,,,1.0,0.0,0.0,0.0
5264,user_9158,1232,1239,India,Python,CF417A,"def solve():
    temp = int(input())
    array = list(map(int, input().split()))
    total = 0
    for element in array:
        total += element
    print(total)

solve()",Pupil,171,9,19.0,41,0,0.05263157894736842,0,0.0,1.0,0.0,0.0,0,0,,,,,,
5265,user_4808,2021,2026,Brazil,Java,CF203A,"import java.util.*;
class GCD{static int gcd(int a,int b){return b==0?a:gcd(b,a%b);}public static void main(String[]args){Scanner s=new Scanner(System.in);System.out.println(gcd(s.nextInt(),s.nextInt()));}}",Master,206,2,103.0,12,0,0.009708737864077669,0,,,,,1,4,1.0,1.0,,,,
5266,user_8972,1968,1978,USA,Python,CF502E,"from math import factorial
print(factorial(int(input())))",Master,57,2,28.5,3,0,0.03508771929824561,0,0.0,0.0,0.0,1.0,1,0,,,,,,
5267,user_3603,2559,2562,China,C++,CF349E,"#include <bits/stdc++.h>
using namespace std;
int gcd(int a,int b){return b?gcd(b,a%b):a;}int main(){int a,b;cin>>a>>b;cout<<gcd(a,b);}",Grandmaster,135,3,45.0,9,0,0.022222222222222223,1,,,,,1,4,,,1.0,0.0,0.0,1.0
5268,user_2468,1219,1229,China,Python,CF867A,"def solve():
    cnt = int(input())
    array = list(map(int, input().split()))
    total = 0
    for element in array:
        total += element
    print(total)

solve()",Pupil,170,9,18.88888888888889,41,0,0.052941176470588235,0,0.0,1.0,0.0,0.0,0,0,,,,,,
5269,user_3299,2123,2120,Poland,C++,CF280D,"#include <bits/stdc++.h>
using namespace std;
int main(){int t;cin>>t;while(t--){int x;cin>>x;cout<<x*x<<""\n"";}}",Master,112,3,37.333333333333336,6,0,0.026785714285714284,1,,,,,0,7,,,1.0,0.0,0.0,0.0
5270,user_1388,1206,1207,India,Java,CF960C,"// My approach
import java.util.*;

public class Solution {
    static int gcd(int a, int b) {
        if(b == 0) return a;
        return gcd(b, a % b);
    }
    
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int x = sc.nextInt();
        int y = sc.nextInt();
        System.out.println(gcd(x, y));
    }
}",Pupil,361,16,22.5625,104,0,0.0443213296398892,1,,,,,1,4,1.0,1.0,,,,
5271,user_3495,909,899,USA,Java,CF214E,"import java.util.*;

public class Solution {
    static int gcd(int a, int b) {
        if(b == 0) return a;
        return gcd(b, a % b);
    }
    
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int x = sc.nextInt();
        int y = sc.nextInt();
        System.out.println(gcd(x, y));
    }
}",Newbie,346,15,23.066666666666666,102,0,0.04335260115606936,0,,,,,1,4,1.0,1.0,,,,
5272,user_8819,1304,1295,Russia,Python,CF492C,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n - 1)

number = int(input())
print(factorial(number))",Pupil,143,8,17.875,36,0,0.055944055944055944,0,0.0,0.0,0.0,0.0,1,0,,,,,,
5273,user_4023,1536,1541,Japan,Python,CF696B,"def factorial(val):
    if val == 0:
        return 1
    else:
        return val * factorial(val - 1)

number = int(input())
print(factorial(number))",Expert,151,8,18.875,36,0,0.052980132450331126,0,0.0,0.0,0.0,0.0,1,0,,,,,,
5274,user_2034,1710,1715,China,C++,CF334C,"#include <bits/stdc++.h>
using namespace std;
int main(){int t;cin>>t;while(t--){int x;cin>>x;cout<<x*x<<""\n"";}}",Expert,112,3,37.333333333333336,6,0,0.026785714285714284,1,,,,,0,7,,,1.0,0.0,0.0,0.0
5275,user_6005,1867,1868,Japan,Java,CF256A,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int y=sc.nextInt();int s=0;for(int i=0;i<y;i++)s+=sc.nextInt();System.out.println(s);}}",Expert,190,2,95.0,10,0,0.010526315789473684,0,,,,,0,15,1.0,1.0,,,,
5276,user_9492,1360,1353,Japan,C++,CF288C,"// AC code
#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;
int main(){int tmp;cin>>tmp;vector<int>v(tmp);for(int i=0;i<tmp;i++)cin>>v[i];sort(v.begin(),v.end());for(int x:v)cout<<x<<"" "";}",Pupil,219,6,36.5,12,0,0.0273972602739726,1,,,,,0,7,,,0.0,1.0,0.0,0.0
5277,user_3880,1275,1281,China,C++,CF874E,"// Fast solution
#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;
int main(){int res;cin>>res;vector<int>v(res);for(int i=0;i<res;i++)cin>>v[i];sort(v.begin(),v.end());for(int x:v)cout<<x<<"" "";}",Pupil,225,6,37.5,12,0,0.02666666666666667,1,,,,,0,7,,,0.0,1.0,0.0,0.0
5278,user_6058,1120,1121,India,Python,CF711B,"// Solution
def gcd(a, b):
    while b != 0:
        temp = b
        b = a % b
        a = temp
    return a

x, y = map(int, input().split())
print(gcd(x, y))",Newbie,160,10,16.0,52,0,0.0625,1,0.0,1.0,0.0,0.0,1,0,,,,,,
5279,user_3354,2484,2492,Japan,Python,CF375B,"print(*sorted(map(int, input().split())))",Grandmaster,41,1,41.0,1,0,0.024390243902439025,0,0.0,1.0,0.0,0.0,0,0,,,,,,
5280,user_6203,1707,1708,Russia,Python,CF198B,"print(*sorted(map(int, input().split())))",Expert,41,1,41.0,1,0,0.024390243902439025,0,0.0,1.0,0.0,0.0,0,0,,,,,,
5281,user_2528,1676,1676,Japan,Java,CF721D,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int y=sc.nextInt();int s=0;for(int i=0;i<y;i++)s+=sc.nextInt();System.out.println(s);}}",Expert,190,2,95.0,10,0,0.010526315789473684,0,,,,,0,15,1.0,1.0,,,,
5282,user_9434,967,967,China,C++,CF121E,"// Solution
#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int value;
    cin >> value;
    vector<int> arr(value);
    for(int i = 0; i < value; i++) {
        cin >> arr[i];
    }
    int sum = 0;
    for(int i = 0; i < value; i++) {
        sum += arr[i];
    }
    cout << sum << endl;
    return 0;
}",Newbie,356,20,17.8,96,0,0.056179775280898875,1,,,,,0,6,,,0.0,1.0,0.0,0.0
5283,user_1037,1341,1342,Brazil,C++,CF778D,"#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int t;
    cin >> t;
    while(t--) {
        int x;
        cin >> x;
        cout << x * x << endl;
    }
    return 0;
}",Pupil,221,15,14.733333333333333,65,0,0.06787330316742081,1,,,,,0,6,,,0.0,1.0,0.0,0.0
5284,user_8347,2226,2227,Japan,Java,CF758C,"import java.util.*;
class GCD{static int gcd(int a,int b){return b==0?a:gcd(b,a%b);}public static void main(String[]args){Scanner s=new Scanner(System.in);System.out.println(gcd(s.nextInt(),s.nextInt()));}}",Master,206,2,103.0,12,0,0.009708737864077669,0,,,,,1,4,1.0,1.0,,,,
5285,user_4102,1327,1317,India,C++,CF865E,"// Fast solution
#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int t;
    cin >> t;
    while(t--) {
        int x;
        cin >> x;
        cout << x * x << endl;
    }
    return 0;
}",Pupil,238,16,14.875,67,0,0.06722689075630252,1,,,,,0,6,,,0.0,1.0,0.0,0.0
5286,user_6641,2514,2519,Poland,Java,CF865B,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int n=sc.nextInt();int s=0;for(int i=0;i<n;i++)s+=sc.nextInt();System.out.println(s);}}",Grandmaster,190,2,95.0,10,0,0.010526315789473684,0,,,,,0,15,1.0,1.0,,,,
5287,user_2789,1105,1100,Russia,C++,CF544B,"#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int t;
    cin >> t;
    while(t--) {
        int x;
        cin >> x;
        cout << x * x << endl;
    }
    return 0;
}",Newbie,221,15,14.733333333333333,65,0,0.06787330316742081,1,,,,,0,6,,,0.0,1.0,0.0,0.0
5288,user_1942,1922,1913,Russia,Python,CF276A,"from math import gcd
print(gcd(*map(int, input().split())))",Master,59,2,29.5,4,0,0.03389830508474576,0,0.0,1.0,0.0,1.0,1,0,,,,,,
5289,user_3265,1783,1774,USA,Java,CF874E,"import java.util.*;
class GCD{static int gcd(int a,int b){return b==0?a:gcd(b,a%b);}public static void main(String[]args){Scanner s=new Scanner(System.in);System.out.println(gcd(s.nextInt(),s.nextInt()));}}",Expert,206,2,103.0,12,0,0.009708737864077669,0,,,,,1,4,1.0,1.0,,,,
5290,user_3315,1208,1201,Russia,C++,CF153E,"// My approach
#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int t;
    cin >> t;
    while(t--) {
        int x;
        cin >> x;
        cout << x * x << endl;
    }
    return 0;
}",Pupil,236,16,14.75,67,0,0.06779661016949153,1,,,,,0,6,,,0.0,1.0,0.0,0.0
5291,user_4297,2503,2494,Russia,Java,CF497B,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Grandmaster,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
5292,user_3091,1675,1685,Poland,Java,CF637B,"import java.util.*;
class GCD{static int gcd(int a,int b){return b==0?a:gcd(b,a%b);}public static void main(String[]args){Scanner s=new Scanner(System.in);System.out.println(gcd(s.nextInt(),s.nextInt()));}}",Expert,206,2,103.0,12,0,0.009708737864077669,0,,,,,1,4,1.0,1.0,,,,
5293,user_2630,2354,2352,Poland,Java,CF860C,"import java.util.*;
class GCD{static int gcd(int a,int b){return b==0?a:gcd(b,a%b);}public static void main(String[]args){Scanner s=new Scanner(System.in);System.out.println(gcd(s.nextInt(),s.nextInt()));}}",Grandmaster,206,2,103.0,12,0,0.009708737864077669,0,,,,,1,4,1.0,1.0,,,,
5294,user_8761,2267,2266,China,C++,CF853D,"#include <bits/stdc++.h>
using namespace std;
int main(){int x;cin>>x;vector<int>a(x);for(int i=0;i<x;i++)cin>>a[i];cout<<accumulate(a.begin(),a.end(),0);}",Master,155,3,51.666666666666664,6,0,0.01935483870967742,1,,,,,0,7,,,1.0,1.0,0.0,1.0
5295,user_1827,2477,2482,USA,Java,CF842C,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Grandmaster,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
5296,user_6787,1223,1221,Russia,Python,CF540B,"test_cases = int(input())
for i in range(test_cases):
    a, b = map(int, input().split())
    result = a + b
    print(result)",Pupil,127,5,25.4,25,0,0.03937007874015748,0,0.0,1.0,0.0,0.0,0,0,,,,,,
5297,user_1719,1306,1315,Poland,C++,CF490E,"#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;
int main(){int val;cin>>val;vector<int>v(val);for(int i=0;i<val;i++)cin>>v[i];sort(v.begin(),v.end());for(int x:v)cout<<x<<"" "";}",Pupil,208,5,41.6,10,0,0.02403846153846154,1,,,,,0,7,,,0.0,1.0,0.0,1.0
5298,user_7590,2482,2474,Brazil,C++,CF408E,"#include <bits/stdc++.h>
using namespace std;
int main(){int r;cin>>r;vector<int>a(r);for(int i=0;i<r;i++)cin>>a[i];cout<<accumulate(a.begin(),a.end(),0);}",Grandmaster,155,3,51.666666666666664,6,0,0.01935483870967742,1,,,,,0,7,,,1.0,1.0,0.0,1.0
5299,user_9111,1761,1762,Poland,C++,CF745C,"#include <bits/stdc++.h>
using namespace std;
int main(){int s;cin>>s;vector<int>v(s);for(int i=0;i<s;i++)cin>>v[i];sort(v.begin(),v.end());for(int x:v)cout<<x<<"" "";}",Expert,166,3,55.333333333333336,8,0,0.018072289156626505,1,,,,,0,7,,,1.0,1.0,0.0,1.0
5300,user_1213,811,805,China,C++,CF749E,"// Solution
#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;
int main(){int result;cin>>result;vector<int>v(result);for(int i=0;i<result;i++)cin>>v[i];sort(v.begin(),v.end());for(int x:v)cout<<x<<"" "";}",Newbie,232,6,38.666666666666664,11,0,0.02586206896551724,1,,,,,0,7,,,0.0,1.0,0.0,0.0
5301,user_2704,2330,2331,China,Python,CF564D,"print(*sorted(map(int, input().split())))",Grandmaster,41,1,41.0,1,0,0.024390243902439025,0,0.0,1.0,0.0,0.0,0,0,,,,,,
5302,user_4389,943,948,Russia,Python,CF227D,"// Solution
def solve():
    count = int(input())
    array = list(map(int, input().split()))
    total = 0
    for element in array:
        total += element
    print(total)

solve()",Newbie,184,10,18.4,42,0,0.05434782608695652,1,0.0,1.0,0.0,0.0,0,0,,,,,,
5303,user_3123,1405,1409,India,C++,CF207A,"#include <bits/stdc++.h>
using namespace std;
int main(){int t;cin>>t;while(t--){int x;cin>>x;cout<<x*x<<""\n"";}}",Expert,112,3,37.333333333333336,6,0,0.026785714285714284,1,,,,,0,7,,,1.0,0.0,0.0,0.0
5304,user_5673,1986,1976,Poland,Java,CF384E,"import java.util.*;
class GCD{static int gcd(int a,int b){return b==0?a:gcd(b,a%b);}public static void main(String[]args){Scanner s=new Scanner(System.in);System.out.println(gcd(s.nextInt(),s.nextInt()));}}",Master,206,2,103.0,12,0,0.009708737864077669,0,,,,,1,4,1.0,1.0,,,,
5305,user_9334,2164,2162,China,C++,CF132C,"#include <bits/stdc++.h>
using namespace std;
int gcd(int a,int b){return b?gcd(b,a%b):a;}int main(){int a,b;cin>>a>>b;cout<<gcd(a,b);}",Master,135,3,45.0,9,0,0.022222222222222223,1,,,,,1,4,,,1.0,0.0,0.0,1.0
5306,user_5231,2432,2427,India,Python,CF325E,"r = int(input())
print(sum(map(int, input().split())))",Grandmaster,54,2,27.0,3,0,0.037037037037037035,0,0.0,1.0,0.0,0.0,0,0,,,,,,
5307,user_7610,805,810,Japan,Java,CF820E,"// Solution
import java.util.*;

public class Main {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        int temp = scanner.nextInt();
        int sum = 0;
        for(int i = 0; i < temp; i++) {
            sum += scanner.nextInt();
        }
        System.out.println(sum);
    }
}",Newbie,335,14,23.928571428571427,98,0,0.041791044776119404,1,,,,,0,4,1.0,1.0,,,,
5308,user_3410,1982,1988,India,C++,CF666A,"#include <bits/stdc++.h>
using namespace std;
int main(){int t;cin>>t;while(t--){int x;cin>>x;cout<<x*x<<""\n"";}}",Master,112,3,37.333333333333336,6,0,0.026785714285714284,1,,,,,0,7,,,1.0,0.0,0.0,0.0
5309,user_6865,843,844,China,Python,CF421A,"// Solution
def factorial(value):
    if value == 0:
        return 1
    else:
        return value * factorial(value - 1)

number = int(input())
print(factorial(number))",Newbie,171,9,19.0,37,0,0.05263157894736842,1,0.0,0.0,0.0,0.0,1,0,,,,,,
5310,user_5153,1364,1361,Japan,Python,CF696C,"tmp = int(input())
arr = list(map(int, input().split()))
arr.sort()
for element in arr:
    print(element, end=' ')",Pupil,115,5,23.0,14,0,0.043478260869565216,0,0.0,1.0,0.0,0.0,0,0,,,,,,
5311,user_6933,2057,2053,Japan,Python,CF490B,"r = int(input())
print(sum(map(int, input().split())))",Master,54,2,27.0,3,0,0.037037037037037035,0,0.0,1.0,0.0,0.0,0,0,,,,,,
5312,user_1425,2122,2114,Russia,C++,CF400C,"#include <bits/stdc++.h>
using namespace std;
int main(){int t;cin>>t;while(t--){int x;cin>>x;cout<<x*x<<""\n"";}}",Master,112,3,37.333333333333336,6,0,0.026785714285714284,1,,,,,0,7,,,1.0,0.0,0.0,0.0
5313,user_8256,1400,1395,Japan,C++,CF577B,"#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int t;
    cin >> t;
    while(t--) {
        int x;
        cin >> x;
        cout << x * x << endl;
    }
    return 0;
}",Pupil,221,15,14.733333333333333,65,0,0.06787330316742081,1,,,,,0,6,,,0.0,1.0,0.0,0.0
5314,user_5640,1333,1329,India,Python,CF686C,"test_cases = int(input())
for i in range(test_cases):
    a, b = map(int, input().split())
    result = a + b
    print(result)",Pupil,127,5,25.4,25,0,0.03937007874015748,0,0.0,1.0,0.0,0.0,0,0,,,,,,
5315,user_8947,1152,1162,China,C++,CF325B,"#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int t;
    cin >> t;
    while(t--) {
        int x;
        cin >> x;
        cout << x * x << endl;
    }
    return 0;
}",Newbie,221,15,14.733333333333333,65,0,0.06787330316742081,1,,,,,0,6,,,0.0,1.0,0.0,0.0
5316,user_8371,1745,1749,Japan,Java,CF450B,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Expert,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
5317,user_2411,1027,1034,India,Python,CF251E,"// Solution
def gcd(a, b):
    while b != 0:
        temp = b
        b = a % b
        a = temp
    return a

x, y = map(int, input().split())
print(gcd(x, y))",Newbie,160,10,16.0,52,0,0.0625,1,0.0,1.0,0.0,0.0,1,0,,,,,,
5318,user_1745,1070,1071,Brazil,C++,CF415C,"#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int t;
    cin >> t;
    while(t--) {
        int x;
        cin >> x;
        cout << x * x << endl;
    }
    return 0;
}",Newbie,221,15,14.733333333333333,65,0,0.06787330316742081,1,,,,,0,6,,,0.0,1.0,0.0,0.0
5319,user_5135,1068,1068,USA,Java,CF540B,"// Solution
import java.util.*;

public class Solution {
    static int gcd(int a, int b) {
        if(b == 0) return a;
        return gcd(b, a % b);
    }
    
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int x = sc.nextInt();
        int y = sc.nextInt();
        System.out.println(gcd(x, y));
    }
}",Newbie,358,16,22.375,103,0,0.0446927374301676,1,,,,,1,4,1.0,1.0,,,,
5320,user_7108,1623,1630,Brazil,C++,CF467A,"#include <bits/stdc++.h>
using namespace std;
int main(){int x;cin>>x;vector<int>a(x);for(int i=0;i<x;i++)cin>>a[i];cout<<accumulate(a.begin(),a.end(),0);}",Expert,155,3,51.666666666666664,6,0,0.01935483870967742,1,,,,,0,7,,,1.0,1.0,0.0,1.0
5321,user_4079,1368,1377,Japan,Java,CF886A,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Pupil,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
5322,user_7789,2457,2453,China,C++,CF979D,"#include <bits/stdc++.h>
using namespace std;
int main(){int t;cin>>t;while(t--){int x;cin>>x;cout<<x*x<<""\n"";}}",Grandmaster,112,3,37.333333333333336,6,0,0.026785714285714284,1,,,,,0,7,,,1.0,0.0,0.0,0.0
5323,user_9566,1099,1098,USA,Java,CF947C,"// Solution
import java.util.*;

public class Main {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        int sum = scanner.nextInt();
        int sum = 0;
        for(int i = 0; i < sum; i++) {
            sum += scanner.nextInt();
        }
        System.out.println(sum);
    }
}",Newbie,333,14,23.785714285714285,98,0,0.042042042042042045,1,,,,,0,3,1.0,1.0,,,,
5324,user_9346,2571,2570,USA,Java,CF749D,"import java.util.*;
class GCD{static int gcd(int a,int b){return b==0?a:gcd(b,a%b);}public static void main(String[]args){Scanner s=new Scanner(System.in);System.out.println(gcd(s.nextInt(),s.nextInt()));}}",Grandmaster,206,2,103.0,12,0,0.009708737864077669,0,,,,,1,4,1.0,1.0,,,,
5325,user_5915,2248,2252,Brazil,Python,CF546D,"x = int(input())
print(sum(map(int, input().split())))",Master,54,2,27.0,3,0,0.037037037037037035,0,0.0,1.0,0.0,0.0,0,0,,,,,,
5326,user_4269,1227,1223,Brazil,Java,CF663C,"import java.util.*;

public class Solution {
    static int gcd(int a, int b) {
        if(b == 0) return a;
        return gcd(b, a % b);
    }
    
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int x = sc.nextInt();
        int y = sc.nextInt();
        System.out.println(gcd(x, y));
    }
}",Pupil,346,15,23.066666666666666,102,0,0.04335260115606936,0,,,,,1,4,1.0,1.0,,,,
5327,user_8773,2148,2148,USA,Java,CF779B,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int v=sc.nextInt();int s=0;for(int i=0;i<v;i++)s+=sc.nextInt();System.out.println(s);}}",Master,190,2,95.0,10,0,0.010526315789473684,0,,,,,0,15,1.0,1.0,,,,
5328,user_1710,1956,1951,Brazil,Python,CF323C,"print(*sorted(map(int, input().split())))",Master,41,1,41.0,1,0,0.024390243902439025,0,0.0,1.0,0.0,0.0,0,0,,,,,,
5329,user_5119,1122,1123,Japan,Java,CF425D,"// My approach
import java.util.*;

public class Solution {
    static int gcd(int a, int b) {
        if(b == 0) return a;
        return gcd(b, a % b);
    }
    
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int x = sc.nextInt();
        int y = sc.nextInt();
        System.out.println(gcd(x, y));
    }
}",Newbie,361,16,22.5625,104,0,0.0443213296398892,1,,,,,1,4,1.0,1.0,,,,
5330,user_3852,2070,2066,India,Python,CF877D,"print(*sorted(map(int, input().split())))",Master,41,1,41.0,1,0,0.024390243902439025,0,0.0,1.0,0.0,0.0,0,0,,,,,,
5331,user_2289,1218,1222,Russia,Python,CF973E,"// My approach
test_cases = int(input())
for i in range(test_cases):
    a, b = map(int, input().split())
    result = a + b
    print(result)",Pupil,142,6,23.666666666666668,27,0,0.04225352112676056,1,0.0,1.0,0.0,0.0,0,0,,,,,,
5332,user_6750,981,976,Brazil,C++,CF850D,"#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int gcd(int a, int b) {
    if(b == 0) return a;
    return gcd(b, a % b);
}

int main() {
    int x, y;
    cin >> x >> y;
    cout << gcd(x, y) << endl;
    return 0;
}",Newbie,251,16,15.6875,56,0,0.06374501992031872,1,,,,,1,4,,,0.0,1.0,0.0,0.0
5333,user_3246,1387,1377,Poland,Java,CF757A,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Pupil,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
5334,user_3008,930,920,Poland,Java,CF266A,"// AC code
import java.util.*;

public class Main {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        int sum = scanner.nextInt();
        int sum = 0;
        for(int i = 0; i < sum; i++) {
            sum += scanner.nextInt();
        }
        System.out.println(sum);
    }
}",Newbie,332,14,23.714285714285715,99,0,0.04216867469879518,1,,,,,0,3,1.0,1.0,,,,
5335,user_7122,1784,1784,India,Python,CF910A,"x = int(input())
print(sum(map(int, input().split())))",Expert,54,2,27.0,3,0,0.037037037037037035,0,0.0,1.0,0.0,0.0,0,0,,,,,,
5336,user_9276,2327,2324,India,Python,CF124D,"from math import factorial
print(factorial(int(input())))",Grandmaster,57,2,28.5,3,0,0.03508771929824561,0,0.0,0.0,0.0,1.0,1,0,,,,,,
5337,user_9750,1184,1180,Russia,C++,CF612D,"// Solution
#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int t;
    cin >> t;
    while(t--) {
        int x;
        cin >> x;
        cout << x * x << endl;
    }
    return 0;
}",Newbie,233,16,14.5625,66,0,0.06866952789699571,1,,,,,0,6,,,0.0,1.0,0.0,0.0
5338,user_4073,2363,2367,Poland,Java,CF925B,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Grandmaster,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
5339,user_7558,1528,1531,Russia,C++,CF272D,"#include <bits/stdc++.h>
using namespace std;
int main(){int cnt;cin>>cnt;vector<int>v(cnt);for(int i=0;i<cnt;i++)cin>>v[i];sort(v.begin(),v.end());for(int x:v)cout<<x<<"" "";}",Expert,174,3,58.0,8,0,0.017241379310344827,1,,,,,0,7,,,1.0,1.0,0.0,1.0
